name,birthcity,birthstate,countryName,LAT,LON,birthyear,gender,occupation,industry,domain
Susan Sontag,New York,NY,United States,40.7127,-74.0059,1933,Female,Writer,Language,Humanities
Carrot Top,Rockledge,FL,United States,28.325,-80.732778,1965,Male,Actor,Film And Theatre,Arts
Arthur Cayley,London,NA,United Kingdom,51.456,-0.301,1821,Male,Mathematician,Math,Science & Technology
Jerry Bruckheimer,Detroit,MI,United States,42.331389,-83.045833,1945,Male,Producer,Business,Business & Law
Georgia O'Keeffe,Sun Prairie,WI,United States,43.187222,-89.210833,1887,Female,Artist,Fine Arts,Arts
Ronald David Laing,Govanhill,NA,United Kingdom,55.83761,-4.261055,1927,Male,Psychologist,Social Sciences,Science & Technology
William Boeing,Detroit,MI,United States,42.331389,-83.045833,1881,Male,Businessperson,Business,Business & Law
Sean Hayes,Chicago,IL,United States,41.836944,-87.684722,1970,Male,Actor,Film And Theatre,Arts
Greg Grunberg,Los Angeles,CA,United States,34.05,-118.25,1966,Male,Actor,Film And Theatre,Arts
Mike Powell,Philadelphia,PA,United States,39.95,-75.166667,1963,Male,Athlete,Individual Sports,Sports
Richard Arkwright,Preston,NA,United Kingdom,NA,NA,1733,Male,Inventor,Invention,Science & Technology
Miranda Cosgrove,Los Angeles,CA,United States,34.05,-118.25,1993,Female,Actor,Film And Theatre,Arts
Danny Aiello,New York,NY,United States,40.790278,-73.959722,1933,Male,Actor,Film And Theatre,Arts
Larry King,New York,NY,United States,40.692778,-73.990278,1933,Male,Presenter,Media Personality,Public Figure
Edward Burnett Tylor,Camberwell,NA,United Kingdom,51.4736,-0.0912,1832,Male,Anthropologist,Social Sciences,Science & Technology
Jody Williams,Brattleboro,VT,United States,42.85,-72.582222,1950,Female,Social Activist,Activism,Public Figure
Giovanni Ribisi,Los Angeles,CA,United States,34.05,-118.25,1974,Male,Actor,Film And Theatre,Arts
Dennis Quaid,Houston,TX,United States,29.762778,-95.383056,1954,Male,Actor,Film And Theatre,Arts
Anthony Kiedis,Grand Rapids,MI,United States,42.96125,-85.655719,1962,Male,Singer,Music,Arts
Abraham Maslow,New York,NY,United States,40.692778,-73.990278,1908,Male,Psychologist,Social Sciences,Science & Technology
Ralph Bunche,Detroit,MI,United States,42.331389,-83.045833,1903,Male,Diplomat,Government,Institutions
James Frazer,Glasgow,NA,United Kingdom,55.858,-4.259,1854,Male,Anthropologist,Social Sciences,Science & Technology
"Philip Noel-Baker, Baron Noel-Baker",Brondesbury Park,NA,United Kingdom,51.556,-0.3042,1889,Male,Politician,Government,Institutions
Mairead Corrigan,Belfast,NA,United Kingdom,54.597,-5.93,1944,Female,Social Activist,Activism,Public Figure
Robert Woodrow Wilson,Houston,TX,United States,29.762778,-95.383056,1936,Male,Astronomer,Natural Sciences,Science & Technology
Bill Shankly,Glenbuck,NA,United Kingdom,55.533333,-3.983333,1913,Male,Coach,Team Sports,Sports
Barry Levinson,Baltimore,MD,United States,39.283333,-76.616667,1942,Male,Writer,Language,Humanities
Jennifer Tilly,Los Angeles,CA,United States,33.79,-118.29694,1958,Female,Actor,Film And Theatre,Arts
Arthur Ashe,Richmond,VA,United States,37.533333,-77.466667,1943,Male,Tennis Player,Individual Sports,Sports
Fran Drescher,New York,NY,United States,40.705644,-73.827139,1957,Female,Actor,Film And Theatre,Arts
Bryce Dallas Howard,Los Angeles,CA,United States,34.05,-118.25,1981,Female,Actor,Film And Theatre,Arts
Jayceon Terrell Taylor,Los Angeles,CA,United States,34.05,-118.25,1979,Male,Musician,Music,Arts
Rupert Everett,Brancaster,NA,United Kingdom,NA,NA,1959,Male,Actor,Film And Theatre,Arts
Anne Heche,Aurora,OH,United States,41.319167,-81.355833,1969,Female,Actor,Film And Theatre,Arts
James Irwin,Pittsburgh,PA,United States,40.439722,-79.976389,1930,Male,Astronaut,Explorers,Exploration
"John Boyd Orr, 1st Baron Boyd-Orr",Kilmaurs,NA,United Kingdom,55.639444,-4.530278,1880,Male,Biologist,Natural Sciences,Science & Technology
Mark Wahlberg,Boston,MA,United States,42.316667,-71.05,1971,Male,Actor,Film And Theatre,Arts
Bobby McFerrin,New York,NY,United States,40.790278,-73.959722,1950,Male,Musician,Music,Arts
Scottie Pippen,Hamburg,AR,United States,33.2275,-91.798333,1965,Male,Basketball Player,Team Sports,Sports
Robert Owen,Newtown,NA,United Kingdom,52.5132,-3.3141,1771,Male,Social Activist,Activism,Public Figure
William Murphy,Stoughton,WI,United States,42.921111,-89.224444,1892,Male,Physician,Medicine,Science & Technology
Jerome Isaac Friedman,Chicago,IL,United States,41.836944,-87.684722,1930,Male,Physicist,Natural Sciences,Science & Technology
Larry Hagman,Fort Worth,TX,United States,32.757358,-97.333181,1931,Male,Actor,Film And Theatre,Arts
Richard Stone,London,NA,United Kingdom,51.507222,-0.1275,1913,Male,Economist,Social Sciences,Science & Technology
Cormac McCarthy,Providence,RI,United States,41.823611,-71.422222,1933,Male,Writer,Language,Humanities
"Robert Cecil, 1st Viscount Cecil of Chelwood",London,NA,United Kingdom,51.507222,-0.1275,1864,Male,Lawyer,Law,Business & Law
John Dunstable,Dunstable,NA,United Kingdom,51.5,-0.116667,1390,Male,Composer,Music,Arts
Diane Lane,New York,NY,United States,40.7127,-74.0059,1965,Female,Actor,Film And Theatre,Arts
Jamie Foxx,Terrell,TX,United States,32.7375,-96.2825,1967,Male,Actor,Film And Theatre,Arts
"Patrick Blackett, Baron Blackett",London,NA,United Kingdom,51.5004,-0.1909,1897,Male,Physicist,Natural Sciences,Science & Technology
Ian McEwan,Aldershot,NA,United Kingdom,51.248,-0.758,1948,Male,Writer,Language,Humanities
John Archibald Wheeler,Jacksonville,FL,United States,30.336944,-81.661389,1911,Male,Physicist,Natural Sciences,Science & Technology
Nate Dogg,Clarksdale,MS,United States,34.197778,-90.571944,1969,Male,Singer,Music,Arts
Israel Kamakawiwo'ole,Honolulu,HI,United States,21.3,-157.816667,1959,Male,Musician,Music,Arts
David Scott,San Antonio,TX,United States,29.416667,-98.5,1932,Male,Astronaut,Explorers,Exploration
Kirstie Alley,Wichita,KS,United States,37.688889,-97.336111,1951,Female,Actor,Film And Theatre,Arts
John McLaughlin,Doncaster,NA,United Kingdom,53.516,-1.133,1942,Male,Musician,Music,Arts
Robert Carlyle,Maryhill,NA,United Kingdom,55.8941,-4.2944,1961,Male,Actor,Film And Theatre,Arts
John Turturro,New York,NY,United States,40.692778,-73.990278,1957,Male,Actor,Film And Theatre,Arts
Maud of Wales,Marlborough House,NA,United Kingdom,51.505,-0.135833,1869,Female,Companion,Companions,Public Figure
Christian de Duve,Thames Ditton,NA,United Kingdom,51.39479,-0.34125,1917,Male,Biologist,Natural Sciences,Science & Technology
Zooey Deschanel,Los Angeles,CA,United States,34.05,-118.25,1980,Female,Actor,Film And Theatre,Arts
David Moyes,Bearsden,NA,United Kingdom,55.9195,-4.3337,1963,Male,Coach,Team Sports,Sports
John Franklin,Spilsby,NA,United Kingdom,53.1727,0.0931,1786,Male,Military Personnel,Military,Institutions
Téa Leoni,New York,NY,United States,40.7127,-74.0059,1966,Female,Actor,Film And Theatre,Arts
Christian Bale,Haverfordwest,NA,United Kingdom,51.8,-4.97,1974,Male,Actor,Film And Theatre,Arts
Jerry West,Chelyan,WV,United States,38.195278,-81.490833,1938,Male,Basketball Player,Team Sports,Sports
Wally Schirra,Hackensack,NJ,United States,40.889398,-74.045698,1923,Male,Astronaut,Explorers,Exploration
David Coverdale,Saltburn-by-the-Sea,NA,United Kingdom,54.5828,-0.9732,1951,Male,Singer,Music,Arts
Gordon Cooper,Shawnee,OK,United States,35.3425,-96.933889,1927,Male,Astronaut,Explorers,Exploration
Ric Flair,Memphis,TN,United States,35.117365,-89.971068,1949,Male,Wrestler,Individual Sports,Sports
Anthony Giddens,London,NA,United Kingdom,51.6154,-0.0708,1938,Male,Sociologist,Social Sciences,Science & Technology
Robert Brown,Montrose,NA,United Kingdom,56.708,-2.467,1773,Male,Biologist,Natural Sciences,Science & Technology
Claire Forlani,Twickenham,NA,United Kingdom,51.4486,-0.3369,1972,Female,Actor,Film And Theatre,Arts
Vannevar Bush,Boston,MA,United States,42.408333,-71.054167,1890,Male,Engineer,Engineering,Science & Technology
Naomi Watts,Shoreham,NA,United Kingdom,51.33242,0.17329,1968,Female,Actor,Film And Theatre,Arts
Stephen Colbert,"Washington, D.C.",NA,United States,NA,NA,1964,Male,Presenter,Media Personality,Public Figure
Paul Lauterbur,Sidney,OH,United States,40.289722,-84.161111,1929,Male,Chemist,Natural Sciences,Science & Technology
Peter Mansfield,Lambeth,NA,United Kingdom,51.4903,-0.1193,1933,Male,Physicist,Natural Sciences,Science & Technology
Emily Deschanel,Los Angeles,CA,United States,34.05,-118.25,1976,Female,Actor,Film And Theatre,Arts
Beau Bridges,Los Angeles,CA,United States,34.05,-118.25,1941,Male,Actor,Film And Theatre,Arts
Richard Holbrooke,New York,NY,United States,40.790278,-73.959722,1941,Male,Diplomat,Government,Institutions
Charles Greeley Abbot,Wilton,NH,United States,42.843333,-71.735,1872,Male,Astronomer,Natural Sciences,Science & Technology
Jennifer Capriati,New York,NY,United States,40.7127,-74.0059,1976,Female,Tennis Player,Individual Sports,Sports
Rosanna Arquette,New York,NY,United States,40.7127,-74.0059,1959,Female,Actor,Film And Theatre,Arts
James W. Black,Uddingston,NA,United Kingdom,55.81829,-4.08275,1924,Male,Physician,Medicine,Science & Technology
Allyson Felix,Los Angeles,CA,United States,34.05,-118.25,1985,Female,Athlete,Individual Sports,Sports
Ray Ewry,Lafayette,IN,United States,40.417222,-86.878611,1873,Male,Athlete,Individual Sports,Sports
Adam Levine,Los Angeles,CA,United States,34.05,-118.25,1979,Male,Musician,Music,Arts
Vincent du Vigneaud,Chicago,IL,United States,41.836944,-87.684722,1901,Male,Chemist,Natural Sciences,Science & Technology
Peter Higgs,Newcastle upon Tyne,NA,United Kingdom,54.966667,-1.6,1929,Male,Physicist,Natural Sciences,Science & Technology
Mena Suvari,Newport,RI,United States,41.488002,-71.312622,1979,Female,Actor,Film And Theatre,Arts
Phil Hill,Miami,FL,United States,25.775278,-80.208889,1927,Male,Racecar Driver,Individual Sports,Sports
Stanford Moore,Chicago,IL,United States,41.836944,-87.684722,1913,Male,Chemist,Natural Sciences,Science & Technology
Howard Aiken,Hoboken,NJ,United States,40.75,-74.03,1900,Male,Engineer,Engineering,Science & Technology
Alan Parker,Islington,NA,United Kingdom,51.544,-0.1027,1944,Male,Film Director,Film And Theatre,Arts
America Ferrera,Los Angeles,CA,United States,34.05,-118.25,1984,Female,Actor,Film And Theatre,Arts
Shia LaBeouf,Los Angeles,CA,United States,34.05,-118.25,1986,Male,Actor,Film And Theatre,Arts
Chris Penn,Los Angeles,CA,United States,34.05,-118.25,1965,Male,Actor,Film And Theatre,Arts
Emile Heskey,Leicester,NA,United Kingdom,52.633333,-1.133333,1978,Male,Soccer Player,Team Sports,Sports
Jim Lovell,Cleveland,OH,United States,41.482222,-81.669722,1928,Male,Astronaut,Explorers,Exploration
Richard Burns,Reading,NA,United Kingdom,51.454167,-0.973056,1971,Male,Racecar Driver,Individual Sports,Sports
Andy Roddick,Omaha,NE,United States,41.25,-96,1982,Male,Tennis Player,Individual Sports,Sports
Bryan Robson,Chester-le-Street,NA,United Kingdom,54.8594,-1.5699,1957,Male,Soccer Player,Team Sports,Sports
Phyllis Diller,Lima,OH,United States,40.740833,-84.115,1917,Female,Actor,Film And Theatre,Arts
Dwyane Wade,Chicago,IL,United States,41.836944,-87.684722,1982,Male,Basketball Player,Team Sports,Sports
Mary Todd Lincoln,Lexington,KY,United States,38.029722,-84.494722,1818,Female,Companion,Companions,Public Figure
Mark Calaway,Houston,TX,United States,29.762778,-95.383056,1965,Male,Wrestler,Individual Sports,Sports
Ellen Pompeo,Boston,MA,United States,42.408333,-71.054167,1969,Female,Actor,Film And Theatre,Arts
Robbie Fowler,Toxteth,NA,United Kingdom,53.3894,-2.9713,1975,Male,Soccer Player,Team Sports,Sports
Kurt Angle,Mt. Lebanon,PA,United States,40.375,-80.05,1968,Male,Wrestler,Individual Sports,Sports
Anastacia,Chicago,IL,United States,41.836944,-87.684722,1968,Female,Singer,Music,Arts
Kevin Keegan,Armthorpe,NA,United Kingdom,53.535176,-1.052235,1951,Male,Soccer Player,Team Sports,Sports
Bryan Cranston,Los Angeles,CA,United States,34.20111,-118.59722,1956,Male,Actor,Film And Theatre,Arts
"Gladwyn Jebb, 1st Baron Gladwyn",England,NA,United Kingdom,51.5,-0.116667,1900,Male,Politician,Government,Institutions
Marc Anthony,New York,NY,United States,40.7127,-74.0059,1968,Male,Singer,Music,Arts
Veronica Lake,New York,NY,United States,40.692778,-73.990278,1922,Female,Actor,Film And Theatre,Arts
Casey Affleck,Falmouth,MA,United States,41.551389,-70.615278,1975,Male,Actor,Film And Theatre,Arts
John Cockcroft,Todmorden,NA,United Kingdom,53.713,-2.096,1897,Male,Physicist,Natural Sciences,Science & Technology
Alan Lloyd Hodgkin,Banbury,NA,United Kingdom,52.061,-1.336,1914,Male,Physician,Medicine,Science & Technology
J.J. Abrams,New York,NY,United States,40.7127,-74.0059,1966,Male,Film Director,Film And Theatre,Arts
Patti Page,Claremore,OK,United States,36.315278,-95.612778,1927,Female,Singer,Music,Arts
Melvin Calvin,Saint Paul,MN,United States,44.944167,-93.093611,1911,Male,Chemist,Natural Sciences,Science & Technology
Matt Hardy,Cameron,SC,United States,35.326111,-79.253056,1974,Male,Wrestler,Individual Sports,Sports
Dennis Rodman,Trenton,NJ,United States,40.223748,-74.764001,1961,Male,Basketball Player,Team Sports,Sports
Steven Williams,San Antonio,TX,United States,29.416667,-98.5,1964,Male,Wrestler,Individual Sports,Sports
Charles Goodyear,New Haven,CT,United States,41.31,-72.923611,1800,Male,Inventor,Invention,Science & Technology
Gertrude B. Elion,New York,NY,United States,40.7127,-74.0059,1918,Female,Chemist,Natural Sciences,Science & Technology
George Papandreou jr.,Saint Paul,MN,United States,44.944167,-93.093611,1952,Male,Politician,Government,Institutions
Debra Messing,New York,NY,United States,40.692778,-73.990278,1968,Female,Actor,Film And Theatre,Arts
Harlow Shapley,Nashville,MO,United States,37.374444,-94.490833,1885,Male,Astronomer,Natural Sciences,Science & Technology
Alex Jones,Dallas,TX,United States,32.775833,-96.796667,1974,Male,Presenter,Media Personality,Public Figure
Brian Greene,New York,NY,United States,40.7127,-74.0059,1963,Male,Physicist,Natural Sciences,Science & Technology
Robert Wadlow,Alton,IL,United States,38.900556,-90.159722,1918,Male,Celebrity,Media Personality,Public Figure
Michael Adams,Truro,NA,United Kingdom,50.26,-5.051,1971,Male,Chessmaster,Individual Sports,Sports
Sofia Coppola,New York,NY,United States,40.7127,-74.0059,1971,Female,Film Director,Film And Theatre,Arts
George A. Romero,New York,NY,United States,40.8373,-73.886,1940,Male,Film Director,Film And Theatre,Arts
Willow Smith,Los Angeles,CA,United States,34.05,-118.25,2000,Female,Actor,Film And Theatre,Arts
Sidney Lumet,Philadelphia,PA,United States,39.95,-75.166667,1924,Male,Film Director,Film And Theatre,Arts
Joseph Dalton Hooker,Halesworth,NA,United Kingdom,52.342,1.506,1817,Male,Biologist,Natural Sciences,Science & Technology
Matt Stone,Houston,TX,United States,29.762778,-95.383056,1971,Male,Producer,Business,Business & Law
Trey Parker,Denver,CO,United States,39.76185,-104.881105,1969,Male,Film Director,Film And Theatre,Arts
Bradley Cooper,Philadelphia,PA,United States,40.1,-75.099722,1975,Male,Actor,Film And Theatre,Arts
Mandy Moore,Nashua,NH,United States,42.7575,-71.464444,1984,Female,Singer,Music,Arts
Joseph Gordon-Levitt,Los Angeles,CA,United States,34.05,-118.25,1981,Male,Actor,Film And Theatre,Arts
Naomie Harris,London,NA,United Kingdom,51.507222,-0.1275,1976,Female,Actor,Film And Theatre,Arts
Clyde Drexler,New Orleans,LA,United States,29.95,-90.066667,1962,Male,Basketball Player,Team Sports,Sports
Donald A. Glaser,Cleveland,OH,United States,41.482222,-81.669722,1926,Male,Physicist,Natural Sciences,Science & Technology
Eric Burdon,Newcastle,NA,United Kingdom,54.978,-1.55,1941,Male,Singer,Music,Arts
Laura Linney,New York,NY,United States,40.790278,-73.959722,1964,Female,Actor,Film And Theatre,Arts
Nikki Reed,Los Angeles,CA,United States,34.04639,-118.44722,1988,Female,Actor,Film And Theatre,Arts
Alexis Bledel,Houston,TX,United States,29.762778,-95.383056,1981,Female,Actor,Film And Theatre,Arts
Thomas Cech,Chicago,IL,United States,41.836944,-87.684722,1947,Male,Chemist,Natural Sciences,Science & Technology
Herbert C. Brown,London,NA,United Kingdom,51.507222,-0.1275,1912,Male,Chemist,Natural Sciences,Science & Technology
CM Punk,Chicago,IL,United States,41.836944,-87.684722,1978,Male,Wrestler,Individual Sports,Sports
Seth MacFarlane,Kent,CT,United States,41.731667,-73.4525,1973,Male,Actor,Film And Theatre,Arts
Tim Roth,Dulwich,NA,United Kingdom,51.4457,-0.0779,1961,Male,Actor,Film And Theatre,Arts
Emily Osment,Los Angeles,CA,United States,34.05,-118.25,1992,Female,Actor,Film And Theatre,Arts
Will.i.am,Los Angeles,CA,United States,34.05,-118.25,1975,Male,Musician,Music,Arts
George F. Kennan,Milwaukee,WI,United States,43.05,-87.95,1904,Male,Diplomat,Government,Institutions
Brendan Fraser,Indianapolis,IN,United States,39.791,-86.148,1968,Male,Actor,Film And Theatre,Arts
John Edward Gray,Walsall,NA,United Kingdom,52.58,-1.98,1800,Male,Biologist,Natural Sciences,Science & Technology
Joseph Wright of Derby,Derby,NA,United Kingdom,52.921944,-1.475833,1734,Male,Painter,Fine Arts,Arts
Ian Paice,Nottingham,NA,United Kingdom,52.95,-1.133333,1948,Male,Musician,Music,Arts
Camilla Belle,Los Angeles,CA,United States,34.05,-118.25,1986,Female,Actor,Film And Theatre,Arts
Carl David Anderson,New York,NY,United States,40.7127,-74.0059,1905,Male,Physicist,Natural Sciences,Science & Technology
Michael Chang,Hoboken,NJ,United States,40.75,-74.03,1972,Male,Tennis Player,Individual Sports,Sports
Edmund Phelps,Chicago,IL,United States,42.046389,-87.694722,1933,Male,Economist,Social Sciences,Science & Technology
Jason Segel,Los Angeles,CA,United States,34.05,-118.25,1980,Male,Actor,Film And Theatre,Arts
Donna Reed,Denison,IA,United States,42.017222,-95.351111,1921,Female,Actor,Film And Theatre,Arts
"Spencer Compton, 1st Earl of Wilmington",Compton Wynyates,NA,United Kingdom,52.07398,-1.51865,1673,Male,Politician,Government,Institutions
Tony Iommi,Birmingham,NA,United Kingdom,52.51238,-1.94986,1948,Male,Musician,Music,Arts
Banksy,Bristol,NA,United Kingdom,51.45,-2.583333,1974,Male,Artist,Fine Arts,Arts
William Henry Bragg,Wigton,NA,United Kingdom,54.823,-3.159,1862,Male,Physicist,Natural Sciences,Science & Technology
Charles Glover Barkla,Widnes,NA,United Kingdom,53.363,-2.728,1877,Male,Physicist,Natural Sciences,Science & Technology
Leon Cooper,New York,NY,United States,40.7127,-74.0059,1930,Male,Physicist,Natural Sciences,Science & Technology
W.E.B. Du Bois,Great Barrington,MA,United States,42.195833,-73.3625,1868,Male,Social Activist,Activism,Public Figure
Edward Victor Appleton,Bradford,NA,United Kingdom,53.8,-1.75206,1892,Male,Physicist,Natural Sciences,Science & Technology
Cecil Frank Powell,Tonbridge,NA,United Kingdom,51.1987,0.2764,1903,Male,Physicist,Natural Sciences,Science & Technology
Jennifer Morrison,Chicago,IL,United States,41.836944,-87.684722,1979,Female,Actor,Film And Theatre,Arts
Izzy Stradlin,Lafayette,IN,United States,40.417222,-86.878611,1962,Male,Musician,Music,Arts
Charles Hard Townes,Greenville,SC,United States,34.844444,-82.385556,1915,Male,Physicist,Natural Sciences,Science & Technology
Burton Richter,New York,NY,United States,40.692778,-73.990278,1931,Male,Physicist,Natural Sciences,Science & Technology
Terrence Howard,Chicago,IL,United States,41.836944,-87.684722,1969,Male,Actor,Film And Theatre,Arts
Brian David Josephson,Cardiff,NA,United Kingdom,51.483333,-3.183333,1940,Male,Physicist,Natural Sciences,Science & Technology
Martin Ryle,Brighton,NA,United Kingdom,50.842941,-0.131312,1918,Male,Astronomer,Natural Sciences,Science & Technology
Bobby Fischer,Chicago,IL,United States,41.836944,-87.684722,1943,Male,Chessmaster,Individual Sports,Sports
James Rainwater,Council,ID,United States,44.73,-116.436111,1917,Male,Physicist,Natural Sciences,Science & Technology
Sheldon Lee Glashow,New York,NY,United States,40.7127,-74.0059,1932,Male,Physicist,Natural Sciences,Science & Technology
Philip Warren Anderson,Indianapolis,IN,United States,39.791,-86.148,1923,Male,Physicist,Natural Sciences,Science & Technology
Nevill Francis Mott,Leeds,NA,United Kingdom,53.799722,-1.549167,1905,Male,Physicist,Natural Sciences,Science & Technology
John Hasbrouck van Vleck,Middletown,CT,United States,41.562222,-72.650833,1899,Male,Physicist,Natural Sciences,Science & Technology
Maggie Gyllenhaal,New York,NY,United States,40.717222,-73.989722,1977,Female,Actor,Film And Theatre,Arts
Michelle Obama,Chicago,IL,United States,41.836944,-87.684722,1964,Female,Companion,Companions,Public Figure
Val Logsdon Fitch,Merriman,NE,United States,42.919127,-101.699972,1923,Male,Physicist,Natural Sciences,Science & Technology
Crispin Glover,New York,NY,United States,40.7127,-74.0059,1964,Male,Actor,Film And Theatre,Arts
Rob Zombie,Haverhill,MA,United States,42.783333,-71.083333,1965,Male,Musician,Music,Arts
Alexander McQueen,Lewisham,NA,United Kingdom,51.461456,-0.00537,1969,Male,Designer,Design,Arts
Sherwood Anderson,Camden,OH,United States,39.630833,-84.648889,1876,Male,Writer,Language,Humanities
William H. Macy,Miami,FL,United States,25.775278,-80.208889,1950,Male,Actor,Film And Theatre,Arts
Dennis Tito,New York,NY,United States,40.75,-73.866667,1940,Male,Businessperson,Business,Business & Law
James Caan,New York,NY,United States,40.8373,-73.886,1940,Male,Actor,Film And Theatre,Arts
Eric Roberts,Biloxi,MS,United States,30.411944,-88.927778,1956,Male,Actor,Film And Theatre,Arts
Vin Diesel,New York,NY,United States,40.7127,-74.0059,1967,Male,Actor,Film And Theatre,Arts
Philip Kotler,Chicago,IL,United States,41.836944,-87.684722,1931,Male,Economist,Social Sciences,Science & Technology
Sylvia Plath,Boston,MA,United States,42.3075,-71.113056,1932,Female,Writer,Language,Humanities
Aaron Swartz,Chicago,IL,United States,41.836944,-87.684722,1986,Male,Social Activist,Activism,Public Figure
Pat Nixon,Ely,NV,United States,NA,NA,1912,Female,Companion,Companions,Public Figure
Timbaland,Norfolk,VA,United States,36.916667,-76.2,1972,Male,Musician,Music,Arts
Ioan Gruffudd,Llwydcoed,NA,United Kingdom,51.733333,-3.466667,1973,Male,Actor,Film And Theatre,Arts
Henrietta Swan Leavitt,Lancaster,MA,United States,42.455556,-71.673611,1868,Female,Astronomer,Natural Sciences,Science & Technology
Andy Serkis,Ruislip,NA,United Kingdom,51.576,-0.433,1964,Male,Actor,Film And Theatre,Arts
Philip Miller,Other,NA,United Kingdom,51.5,-0.116667,1691,Male,Biologist,Natural Sciences,Science & Technology
Steven Tyler,New York,NY,United States,40.790278,-73.959722,1948,Male,Singer,Music,Arts
Elizabeth Mitchell,Los Angeles,CA,United States,34.05,-118.25,1970,Female,Actor,Film And Theatre,Arts
Chris Martin,Exeter,NA,United Kingdom,50.716667,-3.533333,1977,Male,Musician,Music,Arts
Sam Harris,Los Angeles,CA,United States,34.05,-118.25,1967,Male,Biologist,Natural Sciences,Science & Technology
Leonard Bernstein,Lawrence,MA,United States,42.706944,-71.163611,1918,Male,Composer,Music,Arts
Paul Ryan,Janesville,WI,United States,42.683889,-89.016389,1970,Male,Politician,Government,Institutions
Jayne Mansfield,Bryn Mawr,PA,United States,40.021111,-75.316944,1933,Female,Actor,Film And Theatre,Arts
K. Barry Sharpless,Philadelphia,PA,United States,39.95,-75.166667,1941,Male,Chemist,Natural Sciences,Science & Technology
Richard Hammond,Solihull,NA,United Kingdom,52.412903,-1.772094,1969,Male,Writer,Language,Humanities
John Fenn,New York,NY,United States,40.7127,-74.0059,1917,Male,Chemist,Natural Sciences,Science & Technology
Tia Carrere,Honolulu,HI,United States,21.3,-157.816667,1967,Female,Actor,Film And Theatre,Arts
Bernie Ecclestone,Bungay,NA,United Kingdom,52.4496,1.4477,1930,Male,Businessperson,Business,Business & Law
Hillary Rodham Clinton,Chicago,IL,United States,41.836944,-87.684722,1947,Female,Politician,Government,Institutions
"Sebastian Coe, Baron Coe",Hammersmith,NA,United Kingdom,51.4928,-0.2229,1956,Male,Athlete,Individual Sports,Sports
Jordan Rudess,New York,NY,United States,40.7127,-74.0059,1956,Male,Musician,Music,Arts
Bill Russell,West Monroe,LA,United States,32.510833,-92.14,1934,Male,Basketball Player,Team Sports,Sports
Jason Mraz,Mechanicsville,VA,United States,37.619167,-77.355,1977,Male,Musician,Music,Arts
Paul Gascoigne,Dunston,NA,United Kingdom,54.952,-1.639,1967,Male,Soccer Player,Team Sports,Sports
Vinnie Jones,Watford,NA,United Kingdom,51.655,-0.395694,1965,Male,Actor,Film And Theatre,Arts
Ian Rush,St Asaph,NA,United Kingdom,53.2577,-3.4416,1961,Male,Soccer Player,Team Sports,Sports
Peter Shilton,Leicester,NA,United Kingdom,52.633333,-1.133333,1949,Male,Soccer Player,Team Sports,Sports
Bruce Beutler,Chicago,IL,United States,41.836944,-87.684722,1957,Male,Biologist,Natural Sciences,Science & Technology
John Kendrew,Oxford,NA,United Kingdom,51.751944,-1.257778,1917,Male,Physicist,Natural Sciences,Science & Technology
Corey Taylor,Des Moines,IA,United States,41.590833,-93.620833,1973,Male,Musician,Music,Arts
Kelly Clarkson,Fort Worth,TX,United States,32.757358,-97.333181,1982,Female,Singer,Music,Arts
Edward Drinker Cope,Philadelphia,PA,United States,39.95,-75.166667,1840,Male,Archaeologist,Natural Sciences,Science & Technology
Michael Clarke Duncan,Chicago,IL,United States,41.836944,-87.684722,1957,Male,Actor,Film And Theatre,Arts
Calvin Klein,New York,NY,United States,40.8373,-73.886,1942,Male,Fashion Designer,Design,Arts
Mamie Eisenhower,Boone,IA,United States,42.061111,-93.886111,1896,Female,Companion,Companions,Public Figure
James L. Brooks,New York,NY,United States,40.692778,-73.990278,1940,Male,Film Director,Film And Theatre,Arts
Jason Isaacs,Liverpool,NA,United Kingdom,53.4,-3,1963,Male,Actor,Film And Theatre,Arts
Jack White,Detroit,MI,United States,42.331389,-83.045833,1975,Male,Musician,Music,Arts
Benedict Arnold,Norwich,NA,United Kingdom,NA,NA,1741,Male,Military Personnel,Military,Institutions
Philip Zimbardo,New York,NY,United States,40.8373,-73.886,1933,Male,Psychologist,Social Sciences,Science & Technology
Verne Troyer,Sturgis,MI,United States,41.799167,-85.419167,1969,Male,Actor,Film And Theatre,Arts
Tony Shalhoub,Green Bay,WI,United States,44.513333,-88.015833,1953,Male,Actor,Film And Theatre,Arts
David Cameron,London,NA,United Kingdom,51.507222,-0.1275,1966,Male,Politician,Government,Institutions
James Stirling,Glasgow,NA,United Kingdom,55.858,-4.259,1926,Male,Architect,Design,Arts
Topher Grace,New York,NY,United States,40.7127,-74.0059,1978,Male,Actor,Film And Theatre,Arts
Martin Chalfie,Chicago,IL,United States,41.836944,-87.684722,1947,Male,Biologist,Natural Sciences,Science & Technology
Jack Kerouac,Lowell,MA,United States,42.639444,-71.314722,1922,Male,Writer,Language,Humanities
Ralph Lauren,New York,NY,United States,NA,NA,1939,Male,Fashion Designer,Design,Arts
Melanie Griffith,New York,NY,United States,40.7127,-74.0059,1957,Female,Actor,Film And Theatre,Arts
Eddie Irvine,Newtownards,NA,United Kingdom,54.591,-5.68,1965,Male,Racecar Driver,Individual Sports,Sports
Russell Alan Hulse,New York,NY,United States,40.7127,-74.0059,1950,Male,Astronomer,Natural Sciences,Science & Technology
